Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2000-01-03,35.6680793762207,36.299203568936676,34.27195616203083,35.91670405819972,53228400
2000-01-04,34.46320343017578,35.84020156945029,34.34845358523624,34.750078042524635,54119000
2000-01-05,34.82658004760742,35.61070403549974,33.46870680028171,34.00420610908621,64059600
2000-01-06,33.65996551513672,34.845714300329035,33.1627160245722,34.32933982935818,54976600
2000-01-07,34.0998420715332,34.34846683144904,32.83759329042205,33.23921790259378,62013600
2000-01-10,34.34845733642578,34.788331790065975,34.080707668992616,34.711831885085076,44963600
2000-01-11,33.46872329711914,34.960472106933594,33.25834846496582,34.11897277832031,46743600
2000-01-12,32.378570556640625,33.315693980902516,31.957821264114873,33.20094417385004,66532400
2000-01-13,32.99058151245117,33.23920618471892,31.058959058678667,31.938707899010698,83144000
2000-01-14,34.34845733642578,34.86483169504688,32.35945980692228,32.79933426056248,73416400
2000-01-18,35.28558349609375,35.64895806868225,34.19545977832825,34.21458475583291,81483600
2000-01-19,32.74196243286133,34.11896085293493,32.43596278395608,33.81296120402969,97568200
2000-01-20,32.43595504760742,33.56432848381546,32.397705100617316,32.7610795970233,56349800
2000-01-21,31.747465133666992,32.818463957453346,31.59446530169751,32.741964041468606,68416200
2000-01-24,30.982465744018555,32.34033924267616,30.848590892038228,31.761808632332603,63597600
2000-01-25,31.46058464050293,31.785709223413903,30.466085916304664,30.905960352007742,59823200
2000-01-26,30.408708572387695,31.670956852750955,30.3322086766081,31.345832295687693,49365000
2000-01-27,30.217466354370117,30.963340523876724,29.758466865442976,30.566497215741798,63654800
2000-01-28,30.06446647644043,30.676465794027006,29.758466817647143,30.02621651909127,58225400
2000-01-31,29.949729919433594,30.0453548553194,29.03173053492988,29.873229970724953,73194200
2000-02-01,31.49883460998535,31.594459487368425,29.892336669949668,30.140961351145666,70196600
2000-02-02,30.848587036132812,31.80483585932354,30.752962153813744,31.345836424191994,49915600
2000-02-03,31.709211349487305,31.881336139683558,30.63821265493285,31.231086932275495,49186000
2000-02-04,32.60809326171875,33.04796783357771,31.86700023304332,31.938718913237718,55365400
2000-02-07,32.62721633911133,32.70371626018779,31.900467088884934,32.68459127991868,40005800
2000-02-08,33.640838623046875,33.6599636023664,32.5698397811534,32.5698397811534,56229000
2000-02-09,31.823959350585938,33.48783222528604,31.785709399443405,33.48783222528604,55090000
2000-02-10,32.43595504760742,32.608079809062886,31.364956531884534,31.79048719214943,54527800
2000-02-11,30.58085823059082,32.09173240208342,30.33223336692748,32.09173240208342,115559000
2000-02-14,30.485219955444336,31.13546931459434,30.313095125081098,30.977688220094706,81028600
2000-02-15,30.160085678100586,30.599960104604275,30.026210852642944,30.52346020434276,71027600
2000-02-16,29.87322235107422,30.657346625334167,29.720222492682034,30.370471890848822,65202600
2000-02-17,30.485219955444336,30.504344936595803,29.725001954673374,30.14097029471786,80343400
2000-02-18,29.08907699584961,30.61907447097648,29.031702090532352,30.59994950253739,79063000
2000-02-22,28.706592559814453,29.7202164143582,28.400592905612566,29.108217105954427,66296200
2000-02-23,28.84046173095703,29.299461121900645,28.171087619164265,28.610962035485226,75847200
2000-02-24,28.993471145629883,29.33772080303182,28.151971983091816,28.84047129789569,69733200
2000-02-25,27.94158935546875,28.979119281912403,27.692964672634325,28.97433803801174,65301400
2000-02-28,28.018095016479492,28.19021983228039,26.96622114214067,27.616470446277397,76131800
2000-02-29,27.34873390197754,28.07548347419792,27.195733992036406,28.07548347419792,58437400
2000-03-01,27.78858757019043,28.792648717771296,27.214838343001365,27.425213059637354,106889800
2000-03-02,28.57271385192871,29.184713077672836,27.884214722966576,28.094589456816117,106932600
2000-03-03,29.414226531982422,30.255725860595703,28.725727081298828,28.99347686767578,101435200
2000-03-06,27.731216430664062,29.796713930327314,27.57821661587419,29.37596443965517,93609400
2000-03-07,28.419715881347656,29.834964182303057,28.132841225748585,29.414214687424423,135061000
2000-03-08,29.24209213256836,29.43334191760805,27.845968701778634,28.706592734457235,94290000
2000-03-09,30.5999755859375,30.5999755859375,29.069976806640625,29.16560173034668,88198800
2000-03-10,30.905961990356445,31.364961425856787,30.4469625548561,30.46608753133528,85589000
2000-03-13,29.987972259521484,30.676471622622746,29.83497240105454,29.87322236567128,61831800
2000-03-14,29.10820960998535,30.370457858512967,29.10820960998535,30.179208123887573,73489200
2000-03-15,29.184717178344727,29.567216748178865,28.66834275906864,28.936092457952537,53208000
2000-03-16,29.184717178344727,29.58634172667057,28.53446790962669,29.35684198477009,77300800
2000-03-17,30.408708572387695,30.44695852027749,28.916960604685656,29.14646029202443,81161600
2000-03-20,29.796714782714844,30.523463923756673,29.52896509917312,30.217464285423272,47773000
2000-03-21,31.44145965576172,31.556209508519974,29.52896210979081,29.605462011629648,81648800
2000-03-22,31.59447479248047,32.321224212646484,30.944225311279297,31.460599899291992,93975800
2000-03-23,34.23371505737305,34.53971474503672,32.627216697138785,32.68459163857572,148224000
2000-03-24,34.17631912231445,35.18994246505797,33.52607018546012,34.463193653279596,112196800
2000-03-27,31.843093872070312,33.12446761947494,31.80484390946122,32.976249014364704,111434000
2000-03-28,31.919591903686523,32.875840912185225,31.326717518417333,31.70921712181681,81114400
2000-03-29,32.799320220947266,33.33481932659539,32.16819627500484,32.1873212430637,64363800
2000-03-30,31.632709503173828,33.23920744650309,31.36495984595228,32.49333340138593,64178400
2000-03-31,32.51247787475586,33.12447745828068,31.862228317260744,32.43597792681526,64281400
2000-04-03,27.807714462280273,29.52896226255897,27.539964804459142,28.89783806912345,260118200
2000-04-04,27.100112915039062,28.151987445968594,25.99086340969519,28.018112505668473,181244400
2000-04-05,26.43071174621582,27.080960805095224,26.277711967655957,27.004460915815294,82887600
2000-04-06,26.31597328186035,26.927972660508267,26.091254760013072,26.889722699342773,66421400
2000-04-07,27.253089904785156,27.348714781644052,26.00996650561952,26.62196571751645,82613600
2000-04-10,26.335098266601562,27.11922247061802,26.315973286015794,27.11922247061802,60685400
2000-04-11,25.665725708007812,26.335100074461074,25.55097581661583,26.048225345981106,71961800
2000-04-12,24.288719177246094,25.168468060831383,24.097469419944943,25.130218109371153,153003800
2000-04-13,24.250473022460938,25.168472001229173,24.173973107563583,24.74772246929373,94316200
2000-04-14,22.682233810424805,24.326982636475847,22.414484001532777,24.212232718379262,151217800
2000-04-17,23.21771812438965,23.25596807187629,22.337969332196963,22.720468807063348,119772200
2000-04-18,24.652099609375,25.072849176020657,23.217726086719356,23.40897588974011,91794600
2000-04-19,24.078350067138672,24.938974175972064,23.906225245371996,24.919849195775768,53715400
2000-04-20,24.154850006103516,24.44172470926389,23.71497546125761,24.059225105050057,52387400
2000-04-24,20.38723373413086,20.8079833984375,19.889984130859375,20.57848358154297,313645800
2000-04-25,21.228723526000977,21.266973478300077,20.693224193813563,21.03747376450547,159517400
2000-04-26,20.80797004699707,21.764218670480393,20.616720322300406,21.419969166026394,107091200
2000-04-27,21.362607955932617,21.40085792541504,20.61673355102539,20.6358585357666,77669800
2000-04-28,21.343475341796875,21.725974899893593,20.884475872080813,21.64947498827425,78082600
